Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition 
27,Travel_Rarely,Research & Development,2.0,4,Life Sciences,Male,Human Resources,Married,37550.0,1.0,16,8.0,2,6.0,2.0,6,4,4,0
34,Travel_Rarely,Research & Development,1.0,4,Other,Male,Laboratory Technician,Single,41980.0,1.0,22,8.0,1,16.0,2.0,16,2,10,0
35,Travel_Rarely,Sales,11.0,4,Marketing,Female,Research Scientist,Single,26320.0,3.0,13,8.0,3,7.0,3.0,2,2,2,0
54,Travel_Frequently,Research & Development,10.0,2,Medical,Male,Sales Representative,Divorced,29830.0,7.0,14,8.0,1,33.0,2.0,5,1,71,0
50,Travel_Rarely,Research & Development,9.0,4,Life Sciences,Male,Sales Executive,Married,49410.0,5.0,11,8.0,1,30.0,3.0,4,0,3,0
24,Travel_Rarely,Research & Development,5.0,1,Other,Male,Manufacturing Director,Married,44344.0,1.0,15,8.0,1,5.0,5.0,5,0,3,0
53,Travel_Rarely,Research & Development,25.0,3,Life Sciences,Male,Research Director,Married,133576.0,3.0,11,8.0,0,11.0,2.0,4,1,2,0
34,Travel_Rarely,Sales,2.0,3,Medical,Female,Laboratory Technician,Married,62320.0,1.0,13,8.0,1,8.0,3.0,8,1,7,0
51,Travel_Rarely,Sales,7.0,2,Life Sciences,Female,Healthcare Representative,Married,131160.0,1.0,11,8.0,0,1.0,6.0,1,0,0,0
40,Travel_Rarely,Research & Development,1.0,4,Medical,Male,Research Scientist,Divorced,192320.0,2.0,14,8.0,1,11.0,2.8093203883495144,1,0,0,0
34,Travel_Rarely,Sales,10.0,4,Medical,Female,Laboratory Technician,Married,27410.0,0.0,15,8.0,1,2.0,3.0,1,0,0,0
27,Travel_Frequently,Sales,5.0,3,Technical Degree,Male,Laboratory Technician,Divorced,21940.0,1.0,12,8.0,0,6.0,5.0,6,0,4,0
30,Travel_Rarely,Research & Development,2.0,3,Medical,Female,Sales Executive,Divorced,103060.0,5.0,13,8.0,0,8.0,5.0,3,2,2,0
49,Travel_Rarely,Sales,4.0,2,Life Sciences,Male,Research Director,Married,108450.0,3.0,24,8.0,0,27.0,4.0,4,1,2,0
32,Non-Travel,Research & Development,4.0,1,Life Sciences,Male,Manager,Divorced,62090.0,5.0,17,8.0,1,9.0,5.0,5,1,2,0
38,Travel_Rarely,Research & Development,8.0,2,Technical Degree,Female,Manufacturing Director,Married,25140.0,3.0,11,8.0,0,15.0,2.0,1,1,0,0
31,Non-Travel,Research & Development,9.0,4,Life Sciences,Female,Sales Executive,Single,147320.0,0.0,12,8.0,0,10.0,3.0,9,1,7,0
32,Travel_Rarely,Research & Development,7.0,3,Technical Degree,Male,Research Scientist,Married,36600.0,3.0,11,8.0,2,10.0,2.8093203883495144,4,0,2,0
35,Travel_Rarely,Sales,25.0,3,Medical,Male,Sales Executive,Divorced,58109.0,1.0,17,8.0,3,3.0,4.0,3,1,2,0
36,Travel_Rarely,Sales,15.0,2,Life Sciences,Male,Sales Executive,Married,96790.0,4.0,12,8.0,0,6.0,1.0,2,2,2,0
50,Travel_Rarely,Research & Development,4.0,3,Life Sciences,Female,Manufacturing Director,Single,43740.0,3.0,15,8.0,1,21.0,2.8093203883495144,5,4,4,0
57,Travel_Rarely,Research & Development,3.0,2,Life Sciences,Male,Research Scientist,Divorced,63060.0,3.0,12,8.0,1,32.0,3.0,1,0,0,0
40,Travel_Rarely,Sales,28.0,2,Medical,Female,Sales Executive,Divorced,102740.0,4.0,18,8.0,0,12.0,3.0,5,0,3,0
50,Travel_Rarely,Sales,20.0,4,Marketing,Male,Sales Executive,Married,31950.0,2.0,11,8.0,0,5.0,4.0,3,0,2,0
37,Travel_Rarely,Research & Development,8.0,3,Life Sciences,Female,Research Scientist,Married,29290.0,1.0,12,8.0,0,8.0,2.0,8,1,7,0
44,Travel_Frequently,Research & Development,5.0,3,Life Sciences,Female,Manufacturing Director,Married,43844.0,7.0,16,8.0,2,11.0,2.0,1,0,0,0
40,Travel_Rarely,Research & Development,1.0,4,Life Sciences,Male,Manager,Divorced,199430.0,2.0,13,8.0,1,15.0,3.0,7,7,7,0
46,Travel_Rarely,Research & Development,2.0,4,Life Sciences,Male,Manufacturing Director,Married,23400.0,2.0,13,8.0,1,26.0,2.0,11,0,8,0
29,Travel_Frequently,Research & Development,8.0,4,Life Sciences,Female,Sales Executive,Single,23770.0,8.0,21,8.0,1,10.0,2.0,3,0,2,0
35,Travel_Rarely,Sales,24.0,3,Medical,Male,Healthcare Representative,Divorced,20700.0,1.0,13,8.0,3,5.0,1.0,4,0,2,1
45,Travel_Rarely,Research & Development,17.0,1,Medical,Male,Sales Executive,Single,54840.0,1.0,20,8.0,3,6.0,6.0,6,0,4,0
21,Travel_Rarely,Research & Development,1.0,4,Life Sciences,Female,Research Scientist,Single,26100.0,1.0,104,8.0,1,2.0,3.0,2,2,2,0
30,Non-Travel,Research & Development,8.0,3,Life Sciences,Male,Manufacturing Director,Divorced,21430.0,1.0,17,8.0,1,1.0,2.0,1,0,0,0
39,Travel_Rarely,Research & Development,3.0,3,Technical Degree,Male,Healthcare Representative,Divorced,102520.0,8.0,99,8.0,1,7.0,2.8093203883495144,2,2,2,0
33,Travel_Frequently,Sales,1.0,3,Marketing,Male,Human Resources,Married,21760.0,1.0,14,8.0,1,6.0,2.0,6,1,2,0
50,Travel_Rarely,Sales,10.0,4,Life Sciences,Female,Manager,Married,47870.0,0.0,12,8.0,0,28.0,3.0,27,15,7,0
40,Travel_Rarely,Research & Development,14.0,4,Medical,Female,Research Scientist,Married,33480.0,3.0,22,8.0,0,7.0,2.0,4,0,3,0
33,Travel_Rarely,Research & Development,3.0,2,Medical,Male,Sales Executive,Single,24400.0,0.0,18,8.0,3,4.0,4.0,3,0,2,0
45,Travel_Rarely,Sales,11.0,2,Marketing,Male,Sales Executive,Divorced,38330.0,2.0,14,8.0,0,24.0,1.0,7,0,7,0
31,Travel_Frequently,Research & Development,10.0,1,Life Sciences,Female,Research Scientist,Single,41890.0,0.0,23,8.0,1,6.0,3.0,5,1,4,1
40,Travel_Frequently,Sales,9.0,3,Medical,Male,Manufacturing Director,Married,45230.0,5.0,16,8.0,1,5.0,2.8093203883495144,0,0,0,0
30,Travel_Rarely,Research & Development,4.0,3,Life Sciences,Female,Healthcare Representative,Married,56992.0,0.0,12,8.0,1,9.0,0.0,8,1,7,0
26,Travel_Rarely,Sales,1.0,3,Marketing,Female,Manufacturing Director,Single,24733.0,1.0,22,8.0,0,1.0,3.0,1,0,0,1
36,Travel_Rarely,Sales,6.0,3,Technical Degree,Male,Sales Executive,Single,54050.0,4.0,14,8.0,0,10.0,2.0,8,7,7,0
26,Non-Travel,Research & Development,18.0,2,Medical,Male,Human Resources,Single,108800.0,1.0,23,8.0,1,7.0,5.0,7,5,7,0
29,Travel_Rarely,Research & Development,2.0,2,Medical,Male,Sales Executive,Married,26780.0,1.0,25,8.0,1,1.0,3.0,1,0,0,0
35,Travel_Rarely,Research & Development,10.0,5,Medical,Female,Laboratory Technician,Single,134580.0,1.0,11,8.0,0,17.0,3.0,17,11,8,0
35,Travel_Rarely,Human Resources,2.0,3,Human Resources,Male,Laboratory Technician,Married,136750.0,1.0,15,8.0,3,5.0,5.0,5,1,80,0
37,Travel_Rarely,Research & Development,15.0,4,Life Sciences,Male,Research Scientist,Married,65770.0,1.0,13,8.0,0,14.0,1.0,14,3,11,0
41,Travel_Rarely,Research & Development,3.0,3,Medical,Male,Manufacturing Director,Married,72600.0,1.0,16,8.0,0,22.0,2.0,22,2,10,0
49,Travel_Rarely,Sales,3.0,3,Technical Degree,Male,Manufacturing Director,Single,52680.0,8.0,14,8.0,1,26.0,2.8093203883495144,5,0,0,0
54,Travel_Rarely,Research & Development,1.0,3,Medical,Female,Human Resources,Single,23620.0,6.0,111,8.0,1,9.0,2.0,5,1,4,0
28,Travel_Rarely,Research & Development,20.0,4,Medical,Female,Sales Executive,Single,32040.0,6.0,16,8.0,1,5.0,4.0,2,2,1,1
31,Travel_Frequently,Research & Development,29.0,3,Life Sciences,Female,Healthcare Representative,Single,25150.0,1.0,14,8.0,0,7.0,3.0,7,7,7,1
46,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,Research Scientist,Married,165550.0,8.0,14,8.0,2,28.0,4.0,26,15,9,0
25,Travel_Frequently,Research & Development,2.0,1,Life Sciences,Male,Manufacturing Director,Single,109320.0,1.0,11,8.0,1,1.0,3.0,1,1,0,1
32,Travel_Rarely,Research & Development,2.0,2,Medical,Male,Sales Executive,Married,136950.0,0.0,13,8.0,0,3.0,3.0,2,2,2,0
29,Travel_Rarely,Research & Development,5.0,3,Life Sciences,Female,Research Scientist,Single,109340.0,6.0,17,8.0,2,11.0,2.0,9,0,7,1
25,Travel_Rarely,Research & Development,7.0,2,Medical,Female,Laboratory Technician,Single,27680.0,0.0,112,8.0,1,5.0,0.0,4,1,1,0
54,Travel_Rarely,Research & Development,9.0,4,Life Sciences,Male,Sales Executive,Married,20930.0,3.0,19,8.0,0,36.0,2.0,10,0,9,0
31,Travel_Rarely,Sales,2.0,5,Life Sciences,Male,Sales Representative,Married,27280.0,8.0,11,8.0,0,7.0,2.8093203883495144,4,0,2,0
58,Travel_Rarely,Sales,10.0,2,Medical,Female,Sales Executive,Single,59570.0,4.0,14,8.0,1,7.0,2.0,1,0,0,1
29,Travel_Rarely,Research & Development,5.0,5,Life Sciences,Female,Sales Executive,Single,105020.0,3.0,12,8.0,0,11.0,4.0,3,1,2,0
34,Travel_Frequently,Sales,9.0,1,Technical Degree,Male,Sales Executive,Single,27096.0,2.0,13,8.0,1,5.0,3.0,3,0,2,0
55,Travel_Rarely,Research & Development,2.0,4,Other,Female,Research Scientist,Married,67990.0,3.0,11,8.0,0,12.0,2.0,10,0,8,0
55,Non-Travel,Research & Development,2.0,3,Medical,Female,Manager,Single,75470.0,7.0,16,8.0,0,31.0,2.0,9,6,2,0
38,Travel_Rarely,Sales,10.0,3,Medical,Male,Laboratory Technician,Married,181720.0,6.0,12,8.0,2,6.0,5.0,1,0,1,0
33,Travel_Rarely,Research & Development,10.0,3,Life Sciences,Female,Research Director,Married,67280.0,7.0,22,8.0,0,15.0,2.0,7,7,7,1
25,Travel_Rarely,Sales,6.0,3,Marketing,Female,Research Scientist,Married,27896.0,1.0,12,8.0,2,5.0,2.0,5,0,3,0
55,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Female,Human Resources,Married,27810.0,8.0,13,8.0,1,19.0,2.0,5,0,4,0
32,Travel_Rarely,Research & Development,6.0,3,Technical Degree,Female,Sales Executive,Married,96020.0,1.0,13,8.0,1,10.0,3.0,10,1,1,1
30,Non-Travel,Sales,11.0,2,Life Sciences,Male,Laboratory Technician,Single,188800.0,0.0,22,8.0,1,12.0,3.0,11,6,7,0
29,Travel_Rarely,Sales,11.0,2,Life Sciences,Female,Research Scientist,Married,15550.0,1.0,19,8.0,2,10.0,2.0,10,1,9,1
36,Travel_Frequently,Research & Development,6.0,1,Technical Degree,Male,Sales Executive,Married,13590.0,4.0,12,8.0,0,17.0,2.0,5,0,3,0
38,Travel_Rarely,Research & Development,9.0,4,Life Sciences,Male,Sales Executive,Single,43120.0,0.0,12,8.0,1,10.0,2.0,9,1,8,0
39,Non-Travel,Research & Development,4.0,4,Life Sciences,Female,Research Director,Single,47240.0,2.0,12,8.0,1,21.0,4.0,6,1,3,0
58,Travel_Rarely,Research & Development,27.0,3,Other,Male,Laboratory Technician,Divorced,21870.0,1.0,18,8.0,1,2.0,1.0,2,2,2,0
35,Travel_Frequently,Research & Development,19.0,3,Life Sciences,Female,Sales Executive,Single,21450.0,1.0,13,8.0,0,10.0,2.8093203883495144,10,0,8,0
49,Travel_Rarely,Sales,15.0,4,Life Sciences,Male,Research Scientist,Married,62300.0,2.0,14,8.0,0,23.0,2.0,1,0,0,0
26,Travel_Rarely,Research & Development,2.0,4,Life Sciences,Male,Sales Representative,Married,143919.0,1.0,119,8.0,1,8.0,3.0,8,0,7,0
46,Non-Travel,Research & Development,9.0,2,Life Sciences,Male,Manufacturing Director,Single,57310.0,8.0,17,8.0,0,6.0,2.0,2,2,2,0
42,Travel_Rarely,Research & Development,20.0,2,Medical,Male,Sales Representative,Married,72950.0,1.0,15,8.0,0,10.0,3.0,9,7,8,0
21,Travel_Frequently,Research & Development,9.0,3,Medical,Female,Manufacturing Director,Single,178750.0,1.0,12,8.0,0,3.0,5.0,3,1,2,1
37,Travel_Rarely,Sales,5.0,3,Marketing,Male,Human Resources,Divorced,160320.0,1.0,13,8.0,0,7.0,2.0,7,0,7,0
51,Travel_Rarely,Sales,24.0,3,Medical,Female,Research Scientist,Married,192720.0,9.0,20,8.0,0,18.0,2.0,10,2,7,1
33,Travel_Rarely,Sales,27.0,2,Marketing,Male,Research Scientist,Married,42300.0,0.0,12,8.0,0,15.0,0.0,14,4,10,0
53,Travel_Rarely,Sales,15.0,2,Life Sciences,Female,Manufacturing Director,Married,35170.0,2.0,12,8.0,1,13.0,1.0,7,4,5,0
27,Travel_Rarely,Research & Development,3.0,1,Life Sciences,Male,Research Scientist,Divorced,44470.0,1.0,105,8.0,0,7.0,4.0,7,0,7,0
29,Travel_Rarely,Research & Development,9.0,4,Medical,Male,Sales Representative,Married,30729.0,9.0,25,8.0,0,4.0,4.0,2,2,2,1
26,Travel_Rarely,Research & Development,16.0,2,Life Sciences,Male,Laboratory Technician,Single,26130.0,6.0,19,8.0,1,6.0,2.0,4,1,2,1
28,Travel_Rarely,Human Resources,2.0,1,Human Resources,Male,Research Scientist,Divorced,63470.0,1.0,15,8.0,1,4.0,2.0,4,2,2,0
27,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Female,Laboratory Technician,Married,48510.0,8.0,18,8.0,0,5.0,2.0,1,0,0,0
28,Travel_Rarely,Research & Development,2.0,2,Medical,Male,Manager,Single,28580.0,1.0,12,8.0,0,7.0,2.0,7,0,7,0
36,Travel_Frequently,Research & Development,8.0,3,Other,Female,Sales Executive,Married,70547.0,4.0,12,8.0,2,4.0,2.0,1,0,0,0
40,Non-Travel,Research & Development,26.0,4,Other,Female,Sales Executive,Divorced,31490.0,2.0,15,8.0,1,16.0,1.0,9,4,8,0
49,Travel_Frequently,Sales,1.0,4,Life Sciences,Female,Manufacturing Director,Married,58100.0,1.0,21,8.0,1,10.0,2.0,10,1,7,0
41,Travel_Rarely,Research & Development,26.0,3,Medical,Female,Sales Executive,Married,54850.0,2.0,17,8.0,2,7.0,2.0,4,0,3,0
35,Travel_Rarely,Sales,4.0,4,Marketing,Male,Laboratory Technician,Married,180410.0,3.0,20,8.0,1,15.0,3.0,7,1,7,0
40,Non-Travel,Research & Development,3.0,4,Life Sciences,Male,Human Resources,Single,65828.0,4.0,15,8.0,0,22.0,2.0,1,0,0,1
55,Travel_Rarely,Research & Development,11.0,1,Medical,Female,Laboratory Technician,Married,26930.0,1.0,18,8.0,0,36.0,6.0,36,2,13,0
41,Travel_Rarely,Sales,2.0,4,Life Sciences,Female,Research Director,Married,53153.0,1.0,14,8.0,0,10.0,2.0,10,0,8,0
39,Travel_Rarely,Sales,1.0,4,Life Sciences,Male,Sales Executive,Married,196650.0,1.0,22,8.0,1,21.0,6.0,21,11,10,0
40,Travel_Rarely,Research & Development,9.0,3,Other,Male,Sales Executive,Married,50870.0,3.0,14,8.0,1,10.0,2.8093203883495144,7,1,7,0
48,Travel_Rarely,Sales,2.0,1,Marketing,Male,Manufacturing Director,Single,74060.0,6.0,14,8.0,2,25.0,2.0,1,0,0,0
40,Travel_Rarely,Research & Development,4.0,3,Life Sciences,Male,Sales Executive,Divorced,45964.0,5.0,11,8.0,1,15.0,3.0,12,11,8,0
47,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,Manufacturing Director,Single,99810.0,1.0,21,8.0,1,3.0,3.0,3,1,2,0
29,Travel_Rarely,Research & Development,20.0,1,Medical,Female,Manager,Single,41630.0,9.0,15,8.0,1,8.0,4.0,5,1,4,0
32,Travel_Rarely,Research & Development,3.0,1,Medical,Male,Manufacturing Director,Married,171810.0,1.0,14,8.0,0,14.0,2.0,14,6,8,0
56,Non-Travel,Research & Development,9.0,1,Life Sciences,Male,Sales Executive,Divorced,54670.0,1.0,20,8.0,0,13.0,6.0,13,1,9,0
55,Travel_Rarely,Human Resources,16.0,3,Technical Degree,Male,Manufacturing Director,Single,43190.0,4.0,104,8.0,0,12.0,3.0,9,7,3,1
41,Travel_Rarely,Research & Development,6.0,3,Life Sciences,Female,Sales Executive,Married,66230.0,5.0,18,8.0,0,14.0,3.0,5,1,4,0
42,Travel_Rarely,Research & Development,6.0,4,Medical,Female,Research Scientist,Single,60290.0,3.0,17,8.0,1,10.0,5.0,3,0,2,0
40,Travel_Rarely,Research & Development,4.0,3,Other,Male,Sales Executive,Divorced,68330.0,2.0,13,8.0,0,22.0,3.0,19,11,16,0
40,Travel_Rarely,Sales,27.0,4,Marketing,Female,Sales Executive,Married,34820.0,0.0,18,8.0,1,21.0,2.0,20,1,12,0
42,Travel_Frequently,Research & Development,10.0,1,Life Sciences,Female,Sales Executive,Divorced,50100.0,6.0,21,8.0,3,7.0,3.0,2,2,2,1
32,Travel_Rarely,Sales,23.0,1,Life Sciences,Male,Healthcare Representative,Single,24680.0,0.0,11,8.0,0,4.0,2.0,3,1,2,1
30,Travel_Rarely,Research & Development,3.0,3,Life Sciences,Male,Sales Executive,Single,48500.0,0.0,12,8.0,1,4.0,4.0,3,1,2,0
33,Travel_Frequently,Human Resources,11.0,3,Medical,Female,Sales Executive,Married,27000.0,0.0,14,8.0,3,5.0,2.0,4,0,3,0
46,Travel_Rarely,Research & Development,13.0,4,Technical Degree,Male,Laboratory Technician,Single,23729.0,1.0,11,8.0,0,27.0,2.0,26,0,12,0
29,Travel_Rarely,Research & Development,8.0,1,Life Sciences,Female,Research Scientist,Single,21929.0,1.0,21,8.0,0,4.0,2.0,4,0,1,1
34,Travel_Rarely,Research & Development,1.0,2,Medical,Female,Healthcare Representative,Married,176650.0,0.0,11,8.0,0,6.0,5.0,5,1,2,0
39,Travel_Frequently,Research & Development,2.0,3,Technical Degree,Female,Manager,Single,131940.0,0.0,11,8.0,0,10.0,2.0,9,3,8,0
40,Travel_Frequently,Sales,9.0,3,Medical,Male,Manufacturing Director,Married,45230.0,5.0,16,8.0,1,5.0,5.0,0,0,0,0
45,Non-Travel,Research & Development,2.0,3,Medical,Female,Human Resources,Married,125040.0,1.0,98,8.0,1,15.0,2.0,15,4,12,0
26,Travel_Rarely,Research & Development,4.0,3,Life Sciences,Male,Research Director,Married,33419.0,1.0,11,8.0,0,1.0,6.0,1,0,0,0
33,Travel_Rarely,Sales,24.0,4,Marketing,Female,Sales Executive,Divorced,39830.0,4.0,12,8.0,0,9.0,3.0,3,1,2,0
52,Travel_Rarely,Research & Development,13.0,3,Medical,Male,Research Scientist,Married,48780.0,2.0,11,8.0,1,31.0,3.0,5,1,4,0
39,Travel_Rarely,Sales,26.0,4,Life Sciences,Male,Research Director,Divorced,81610.0,7.0,12,8.0,1,7.0,2.0,3,1,2,0
43,Travel_Rarely,Research & Development,25.0,4,Life Sciences,Male,Sales Executive,Married,22240.0,1.0,11,8.0,0,10.0,2.0,10,8,8,0
31,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,Human Resources,Single,28670.0,0.0,24,8.0,0,3.0,5.0,2,2,2,0
28,Travel_Rarely,Research & Development,7.0,3,Medical,Male,Healthcare Representative,Divorced,119570.0,1.0,13,8.0,0,10.0,2.0,10,1,8,0
24,Travel_Rarely,Sales,29.0,3,Life Sciences,Female,Healthcare Representative,Divorced,118490.0,1.0,16,8.0,1,5.0,3.0,4,3,2,0
27,Travel_Rarely,Sales,5.0,4,Medical,Female,Manufacturing Director,Married,44000.0,9.0,17,8.0,1,6.0,3.0,2,2,2,0
45,Non-Travel,Sales,1.0,4,Technical Degree,Male,Research Scientist,Married,170480.0,4.0,15,8.0,0,10.0,3.0,8,5,7,0
33,Travel_Rarely,Sales,1.0,3,Life Sciences,Male,Manager,Married,51470.0,7.0,11,8.0,0,13.0,2.0,9,1,7,1
38,Travel_Frequently,Research & Development,3.0,5,Medical,Female,Sales Executive,Married,84460.0,0.0,14,8.0,0,7.0,3.0,6,1,2,0
59,Non-Travel,Research & Development,12.0,2,Life Sciences,Male,Sales Executive,Married,47399.0,9.0,14,8.0,0,30.0,0.0,3,2,2,0
48,Travel_Rarely,Research & Development,3.0,5,Life Sciences,Male,Sales Executive,Married,48084.0,8.0,12,8.0,1,10.0,4.0,8,7,6,0
33,Travel_Frequently,Research & Development,9.0,3,Technical Degree,Male,Laboratory Technician,Divorced,90690.0,3.0,109,8.0,1,15.0,3.0,13,4,7,0
37,Travel_Rarely,Research & Development,8.0,2,Medical,Male,Manufacturing Director,Married,20110.0,5.0,13,8.0,0,16.0,4.0,5,0,4,0
40,Travel_Rarely,Research & Development,1.0,4,Life Sciences,Male,Manager,Divorced,199430.0,2.0,13,8.0,1,15.0,3.0,7,7,7,0
40,Non-Travel,Sales,3.0,2,Life Sciences,Male,Sales Executive,Divorced,43420.0,3.0,11,8.0,1,11.0,6.0,8,0,7,0
56,Travel_Rarely,Sales,11.0,4,Other,Male,Sales Executive,Married,40780.0,8.0,24,8.0,1,14.0,3.0,10,9,8,1
44,Travel_Rarely,Research & Development,21.0,4,Life Sciences,Female,Laboratory Technician,Married,62720.0,1.0,19,8.0,1,10.0,3.0,10,0,5,1
54,Travel_Rarely,Research & Development,14.0,3,Other,Male,Research Scientist,Married,67252.0,3.0,17,8.0,1,9.0,2.0,4,2,3,0
29,Travel_Frequently,Sales,2.0,4,Life Sciences,Male,Healthcare Representative,Divorced,64990.0,1.0,18,8.0,3,10.0,2.8093203883495144,10,2,8,0
21,Travel_Rarely,Human Resources,11.0,2,Human Resources,Male,Laboratory Technician,Single,53730.0,1.0,12,8.0,1,1.0,2.0,1,0,0,1
35,Travel_Rarely,Research & Development,10.0,1,Medical,Male,Research Scientist,Divorced,57707.0,1.0,14,8.0,1,1.0,2.8093203883495144,1,0,0,0
30,Travel_Rarely,Research & Development,21.0,3,Medical,Male,Laboratory Technician,Married,25230.0,3.0,13,8.0,1,7.0,2.0,2,0,2,0
49,Travel_Frequently,Research & Development,2.0,1,Medical,Female,Research Scientist,Single,36135.0,9.0,13,8.0,0,22.0,2.0,3,1,2,0
34,Travel_Rarely,Research & Development,20.0,3,Technical Degree,Female,Research Director,Divorced,33390.0,1.0,16,8.0,0,9.0,2.0,8,1,1,0
27,Travel_Rarely,Research & Development,14.0,2,Medical,Female,Research Director,Single,28560.0,1.0,12,8.0,2,5.0,5.0,5,0,4,0
45,Travel_Rarely,Research & Development,2.0,1,Technical Degree,Female,Healthcare Representative,Single,57680.0,5.0,23,8.0,1,9.0,4.0,6,0,3,0
35,Non-Travel,Research & Development,3.0,1,Medical,Male,Research Scientist,Married,187400.0,1.0,19,8.0,1,1.0,2.0,1,0,0,0
49,Travel_Frequently,Sales,7.0,5,Medical,Female,Healthcare Representative,Single,23420.0,3.0,18,8.0,0,20.0,2.0,4,1,3,1
41,Non-Travel,Research & Development,20.0,1,Life Sciences,Male,Research Scientist,Divorced,58280.0,1.0,13,8.0,0,21.0,0.0,21,5,10,0
39,Travel_Rarely,Human Resources,2.0,4,Medical,Male,Sales Executive,Married,36730.0,3.0,14,8.0,1,19.0,3.0,1,0,0,1
42,Non-Travel,Research & Development,5.0,4,Medical,Male,Sales Executive,Married,170460.0,7.0,11,8.0,0,10.0,3.0,4,0,3,0
42,Travel_Rarely,Research & Development,7.0,4,Other,Female,Laboratory Technician,Married,57140.0,5.0,11,8.0,0,10.0,2.0,0,0,0,0
23,Travel_Rarely,Sales,2.0,3,Medical,Female,Manufacturing Director,Married,45590.0,1.0,18,8.0,1,1.0,2.0,0,0,0,1
49,Travel_Rarely,Sales,2.0,2,Medical,Female,Sales Executive,Married,63800.0,6.0,23,8.0,1,22.0,1.0,9,2,3,0
42,Travel_Rarely,Research & Development,23.0,4,Life Sciences,Female,Manager,Married,64470.0,6.0,13,8.0,0,18.0,3.0,1,0,0,0
32,Travel_Rarely,Human Resources,12.0,2,Human Resources,Female,Sales Representative,Single,21504.0,1.0,15,8.0,1,1.0,2.0,1,0,0,0
60,Travel_Rarely,Sales,17.0,4,Medical,Male,Manager,Divorced,40300.0,3.0,13,8.0,1,19.0,5.0,1,0,0,0
55,Travel_Rarely,Research & Development,7.0,1,Life Sciences,Female,Laboratory Technician,Single,26550.0,8.0,17,8.0,0,36.0,0.0,24,2,15,0
30,Travel_Rarely,Sales,12.0,4,Life Sciences,Female,Sales Executive,Single,49500.0,1.0,12,8.0,2,1.0,3.0,1,0,0,1
33,Travel_Rarely,Research & Development,4.0,2,Life Sciences,Male,Sales Executive,Single,49360.0,0.0,14,8.0,0,6.0,2.0,5,0,3,1
41,Travel_Rarely,Research & Development,5.0,2,Medical,Male,Research Scientist,Married,25623.0,3.0,12,8.0,0,6.0,3.0,1,0,0,0
24,Travel_Rarely,Sales,6.0,2,Marketing,Male,Research Scientist,Married,40870.0,0.0,20,8.0,3,4.0,1.0,3,0,2,0
26,Travel_Rarely,Research & Development,9.0,4,Medical,Male,Healthcare Representative,Divorced,27883.0,5.0,17,8.0,3,8.0,3.0,0,0,0,0
29,Travel_Rarely,Research & Development,3.0,4,Life Sciences,Male,Sales Executive,Divorced,39780.0,1.0,11,8.0,0,7.0,0.0,7,1,7,0
34,Travel_Rarely,Research & Development,15.0,4,Technical Degree,Male,Manufacturing Director,Single,61460.0,2.0,12,8.0,0,10.0,3.0,4,1,3,0
34,Travel_Rarely,Research & Development,7.0,1,Medical,Male,Research Scientist,Single,62880.0,0.0,15,8.0,1,16.0,2.0,15,10,10,1
50,Travel_Rarely,Sales,9.0,4,Life Sciences,Male,Research Scientist,Divorced,96670.0,3.0,23,8.0,0,28.0,2.0,10,1,6,0
29,Travel_Rarely,Sales,2.0,4,Marketing,Female,Research Scientist,Married,107114.0,1.0,13,8.0,2,1.0,2.0,1,0,0,1
30,Travel_Rarely,Research & Development,1.0,4,Technical Degree,Female,Research Scientist,Single,53010.0,1.0,16,8.0,1,10.0,3.0,10,1,8,0
23,Travel_Rarely,Sales,2.0,3,Medical,Female,Manufacturing Director,Married,45786.0,1.0,18,8.0,1,1.0,2.0,0,0,0,1
49,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Female,Sales Executive,Married,47323.0,1.0,11,8.0,1,16.0,3.0,15,5,11,0
29,Travel_Rarely,Human Resources,8.0,3,Medical,Male,Sales Representative,Single,25870.0,0.0,22,8.0,2,4.0,3.0,3,2,2,0
30,Travel_Frequently,Research & Development,9.0,3,Other,Male,Healthcare Representative,Married,68250.0,1.0,14,8.0,0,1.0,2.0,1,0,0,1
42,Travel_Rarely,Sales,23.0,3,Marketing,Female,Research Scientist,Married,26420.0,0.0,13,8.0,1,21.0,3.0,20,0,9,0
41,Travel_Rarely,Research & Development,3.0,3,Life Sciences,Male,Research Scientist,Single,35970.0,3.0,13,8.0,1,11.0,2.0,3,1,2,0
40,Travel_Frequently,Research & Development,10.0,4,Medical,Male,Manufacturing Director,Married,65670.0,1.0,13,8.0,1,8.0,3.0,8,3,7,0
31,Travel_Frequently,Research & Development,22.0,2,Medical,Female,Sales Executive,Married,56890.0,3.0,15,8.0,2,12.0,2.0,1,0,0,1
36,Travel_Rarely,Research & Development,17.0,4,Life Sciences,Male,Healthcare Representative,Single,67350.0,8.0,124,8.0,2,16.0,3.0,13,3,7,0
